Job Title,City,State,Latitude,Longitude,Average Salary,Job Openings
Financial Manager,Fort Myers,FL,26.640628,-81.8723084,0,1
Occupational Therapist,Fort Myers,FL,26.640628,-81.8723084,82431,27
Psychologist,Fort Myers,FL,26.640628,-81.8723084,66958,5
Database Administrator,Fort Myers,FL,26.640628,-81.8723084,80278,5
Financial Advisor,Fort Myers,FL,26.640628,-81.8723084,60639,39
Mechanical Engineer,Fort Myers,FL,26.640628,-81.8723084,70301,15
Civil Engineer,Fort Myers,FL,26.640628,-81.8723084,76194,52
Psychiatrist,Fort Myers,FL,26.640628,-81.8723084,256699,10
Substance Abuse and Behavioral Disorder Counselor,Fort Myers,FL,26.640628,-81.8723084,0,0
School Psychologist,Fort Myers,FL,26.640628,-81.8723084,73444,1
Home Health Aide,Fort Myers,FL,26.640628,-81.8723084,10.21,91
Information Security Analyst,Fort Myers,FL,26.640628,-81.8723084,68270,3
Pilot,Fort Myers,FL,26.640628,-81.8723084,61797,19
Respiratory Therapist,Fort Myers,FL,26.640628,-81.8723084,31.13,46
Diagnostic Medical Sonographer,Fort Myers,FL,26.640628,-81.8723084,0,1
Accountant,Fort Myers,FL,26.640628,-81.8723084,38169,22
Market Research Analyst,Fort Myers,FL,26.640628,-81.8723084,0,5
Business Operations Manager,Fort Myers,FL,26.640628,-81.8723084,0,44
Marketing Manager,Fort Myers,FL,26.640628,-81.8723084,55899,33
Industrial Psychologist,Fort Myers,FL,26.640628,-81.8723084,0,0
Podiatrist,Fort Myers,FL,26.640628,-81.8723084,0,1
Environmental Engineer,Fort Myers,FL,26.640628,-81.8723084,0,38
Social and Community Service Manager,Fort Myers,FL,26.640628,-81.8723084,0,6
Lawyer,Fort Myers,FL,26.640628,-81.8723084,70957,19
Marriage and Family Therapist,Fort Myers,FL,26.640628,-81.8723084,0,5
Medical Assistant,Fort Myers,FL,26.640628,-81.8723084,14.98,45
Data Analyst,Fort Myers,FL,26.640628,-81.8723084,56888,36
Actuary,Fort Myers,FL,26.640628,-81.8723084,77677,0
Medical Records Technician,Fort Myers,FL,26.640628,-81.8723084,0,98
Prosthodontist,Fort Myers,FL,26.640628,-81.8723084,0,0
Construction Manager,Fort Myers,FL,26.640628,-81.8723084,67718,167
Veterinary Technologist and Technician,Fort Myers,FL,26.640628,-81.8723084,0,0
Landscaper and Groundskeeper,Fort Myers,FL,26.640628,-81.8723084,0,0
Computer Network Architect,Fort Myers,FL,26.640628,-81.8723084,0,1
Orthotist and Prosthetist,Fort Myers,FL,26.640628,-81.8723084,0,0
Personal Care Aide,Fort Myers,FL,26.640628,-81.8723084,0,50
Computer Systems Administrator,Fort Myers,FL,26.640628,-81.8723084,0,13
Massage Therapist,Fort Myers,FL,26.640628,-81.8723084,18.47,38
Cartographer,Fort Myers,FL,26.640628,-81.8723084,0,0
Dental Assistant,Fort Myers,FL,26.640628,-81.8723084,15.86,16
Management Analyst,Fort Myers,FL,26.640628,-81.8723084,0,77
Solar Photovoltaic Installer,Fort Myers,FL,26.640628,-81.8723084,0,0
Physical Therapist Aide,Fort Myers,FL,26.640628,-81.8723084,0,15
Occupational Therapy Assistant,Fort Myers,FL,26.640628,-81.8723084,0,53
Mental Health Counselor,Fort Myers,FL,26.640628,-81.8723084,0,19
Environmental Engineering Technician,Fort Myers,FL,26.640628,-81.8723084,0,19
Nail Technician,Fort Myers,FL,26.640628,-81.8723084,17,5
Plumber,Fort Myers,FL,26.640628,-81.8723084,21.18,17
Radiologic Technologist,Fort Myers,FL,26.640628,-81.8723084,0,34
MRI Technologist,Fort Myers,FL,26.640628,-81.8723084,37.94,2
Chiropractor,Fort Myers,FL,26.640628,-81.8723084,71849,1
Cost Estimator,Fort Myers,FL,26.640628,-81.8723084,0,11
Financial Analyst,Fort Myers,FL,26.640628,-81.8723084,63037,14
Insurance Sales Agent,Fort Myers,FL,26.640628,-81.8723084,0,9
School Counselor,Fort Myers,FL,26.640628,-81.8723084,19.01,30
Nurse Midwife,Fort Myers,FL,26.640628,-81.8723084,0,12
Paralegal,Fort Myers,FL,26.640628,-81.8723084,51579,13
Phlebotomist,Fort Myers,FL,26.640628,-81.8723084,15.95,9
Loan Officer,Fort Myers,FL,26.640628,-81.8723084,116514,30
Clinical Social Worker,Fort Myers,FL,26.640628,-81.8723084,0,8
Compliance Officer,Fort Myers,FL,26.640628,-81.8723084,66077,1
Dietitian and Nutritionist,Fort Myers,FL,26.640628,-81.8723084,0,0
Ophthalmic Medical Technician,Fort Myers,FL,26.640628,-81.8723084,0,9
Clinical Laboratory Technician,Fort Myers,FL,26.640628,-81.8723084,0,2
Licensed Practical and Licensed Vocational Nurse,Fort Myers,FL,26.640628,-81.8723084,0,0
Electrician,Fort Myers,FL,26.640628,-81.8723084,19.37,26
HR Specialist,Fort Myers,FL,26.640628,-81.8723084,0,35
Wind Turbine Technician,Fort Myers,FL,26.640628,-81.8723084,0,1
Logistician,Fort Myers,FL,26.640628,-81.8723084,0,0
Residential Advisor,Fort Myers,FL,26.640628,-81.8723084,0,6
Optician,Fort Myers,FL,26.640628,-81.8723084,16.93,13
Computer Support Specialist,Fort Myers,FL,26.640628,-81.8723084,0,104
Esthetician and Skincare Specialist,Fort Myers,FL,26.640628,-81.8723084,0,0
Restaurant Cook,Fort Myers,FL,26.640628,-81.8723084,0,145
Software Engineer,San Jose,CA,37.3361905,-121.8905833,147096,"13,949"
Dentist,San Jose,CA,37.3361905,-121.8905833,211107,21
Physician Assistant,San Jose,CA,37.3361905,-121.8905833,124198,312
Orthodontist,San Jose,CA,37.3361905,-121.8905833,0,2
Nurse Practitioner,San Jose,CA,37.3361905,-121.8905833,145505,169
Statistician,San Jose,CA,37.3361905,-121.8905833,0,84
Physician,San Jose,CA,37.3361905,-121.8905833,257410,62
Speech Language Pathologist,San Jose,CA,37.3361905,-121.8905833,34.93,122
Oral and Maxillofacial Surgeon,San Jose,CA,37.3361905,-121.8905833,0,0
Veterinarian,San Jose,CA,37.3361905,-121.8905833,134906,42
Medical and Health Services Manager,San Jose,CA,37.3361905,-121.8905833,0,0
IT Manager,San Jose,CA,37.3361905,-121.8905833,140067,"1,532"
Registered Nurse,San Jose,CA,37.3361905,-121.8905833,56.74,"1,340"
Mathematician,San Jose,CA,37.3361905,-121.8905833,0,39
Physical Therapist,San Jose,CA,37.3361905,-121.8905833,106520,384
Optometrist,San Jose,CA,37.3361905,-121.8905833,131230,29
Anesthesiologist,San Jose,CA,37.3361905,-121.8905833,229095,30
Obstetrician and Gynecologist,San Jose,CA,37.3361905,-121.8905833,0,0
Surgeon,San Jose,CA,37.3361905,-121.8905833,0,272
Operations Research Analyst,San Jose,CA,37.3361905,-121.8905833,0,386
Nurse Anesthetist,San Jose,CA,37.3361905,-121.8905833,0,20
Pediatrician,San Jose,CA,37.3361905,-121.8905833,266370,8
Web Developer,San Jose,CA,37.3361905,-121.8905833,86306,"1,617"
Dental Hygienist,San Jose,CA,37.3361905,-121.8905833,53.81,21
Genetic Counselor,San Jose,CA,37.3361905,-121.8905833,0,9
Physical Therapist Assistant,San Jose,CA,37.3361905,-121.8905833,37.18,74
Financial Manager,San Jose,CA,37.3361905,-121.8905833,0,3
Occupational Therapist,San Jose,CA,37.3361905,-121.8905833,101292,175
Psychologist,San Jose,CA,37.3361905,-121.8905833,115190,111
Database Administrator,San Jose,CA,37.3361905,-121.8905833,88504,246
Financial Advisor,San Jose,CA,37.3361905,-121.8905833,85674,516
Mechanical Engineer,San Jose,CA,37.3361905,-121.8905833,108346,"2,451"
Civil Engineer,San Jose,CA,37.3361905,-121.8905833,52844,505
Psychiatrist,San Jose,CA,37.3361905,-121.8905833,306022,154
Substance Abuse and Behavioral Disorder Counselor,San Jose,CA,37.3361905,-121.8905833,0,0
School Psychologist,San Jose,CA,37.3361905,-121.8905833,91648,18
Home Health Aide,San Jose,CA,37.3361905,-121.8905833,25.96,241
Information Security Analyst,San Jose,CA,37.3361905,-121.8905833,101095,318
Pilot,San Jose,CA,37.3361905,-121.8905833,37350,494
Respiratory Therapist,San Jose,CA,37.3361905,-121.8905833,39.37,64
Diagnostic Medical Sonographer,San Jose,CA,37.3361905,-121.8905833,0,11
Accountant,San Jose,CA,37.3361905,-121.8905833,71127,536
Market Research Analyst,San Jose,CA,37.3361905,-121.8905833,0,8
Business Operations Manager,San Jose,CA,37.3361905,-121.8905833,0,697
Marketing Manager,San Jose,CA,37.3361905,-121.8905833,70225,"1,084"
Industrial Psychologist,San Jose,CA,37.3361905,-121.8905833,0,0
Podiatrist,San Jose,CA,37.3361905,-121.8905833,0,7
Environmental Engineer,San Jose,CA,37.3361905,-121.8905833,0,407
Social and Community Service Manager,San Jose,CA,37.3361905,-121.8905833,0,86
Lawyer,San Jose,CA,37.3361905,-121.8905833,89142,242
Marriage and Family Therapist,San Jose,CA,37.3361905,-121.8905833,0,33
Medical Assistant,San Jose,CA,37.3361905,-121.8905833,18.98,188
Data Analyst,San Jose,CA,37.3361905,-121.8905833,87970,"2,198"
Actuary,San Jose,CA,37.3361905,-121.8905833,98077,1
Medical Records Technician,San Jose,CA,37.3361905,-121.8905833,0,484
Prosthodontist,San Jose,CA,37.3361905,-121.8905833,0,1
Construction Manager,San Jose,CA,37.3361905,-121.8905833,85073,"1,029"
Veterinary Technologist and Technician,San Jose,CA,37.3361905,-121.8905833,0,0
Landscaper and Groundskeeper,San Jose,CA,37.3361905,-121.8905833,0,0
Computer Network Architect,San Jose,CA,37.3361905,-121.8905833,0,5
Orthotist and Prosthetist,San Jose,CA,37.3361905,-121.8905833,0,1
Personal Care Aide,San Jose,CA,37.3361905,-121.8905833,0,161
Computer Systems Administrator,San Jose,CA,37.3361905,-121.8905833,0,415
Massage Therapist,San Jose,CA,37.3361905,-121.8905833,35.76,218
Cartographer,San Jose,CA,37.3361905,-121.8905833,0,2
Dental Assistant,San Jose,CA,37.3361905,-121.8905833,22.44,83
Management Analyst,San Jose,CA,37.3361905,-121.8905833,0,24
Solar Photovoltaic Installer,San Jose,CA,37.3361905,-121.8905833,0,4
Physical Therapist Aide,San Jose,CA,37.3361905,-121.8905833,0,66
Occupational Therapy Assistant,San Jose,CA,37.3361905,-121.8905833,0,108
Mental Health Counselor,San Jose,CA,37.3361905,-121.8905833,0,257
Environmental Engineering Technician,San Jose,CA,37.3361905,-121.8905833,0,87
Nail Technician,San Jose,CA,37.3361905,-121.8905833,44.42,4
Plumber,San Jose,CA,37.3361905,-121.8905833,29.87,64
Radiologic Technologist,San Jose,CA,37.3361905,-121.8905833,0,84
MRI Technologist,San Jose,CA,37.3361905,-121.8905833,42.91,8
Chiropractor,San Jose,CA,37.3361905,-121.8905833,69975,9
Cost Estimator,San Jose,CA,37.3361905,-121.8905833,0,3
Financial Analyst,San Jose,CA,37.3361905,-121.8905833,89833,794
Insurance Sales Agent,San Jose,CA,37.3361905,-121.8905833,0,5
School Counselor,San Jose,CA,37.3361905,-121.8905833,15.89,359
Nurse Midwife,San Jose,CA,37.3361905,-121.8905833,0,6
Paralegal,San Jose,CA,37.3361905,-121.8905833,69040,46
Phlebotomist,San Jose,CA,37.3361905,-121.8905833,20.26,42
Loan Officer,San Jose,CA,37.3361905,-121.8905833,112820,54
Clinical Social Worker,San Jose,CA,37.3361905,-121.8905833,0,158
Compliance Officer,San Jose,CA,37.3361905,-121.8905833,66478,44
Dietitian and Nutritionist,San Jose,CA,37.3361905,-121.8905833,0,0
Ophthalmic Medical Technician,San Jose,CA,37.3361905,-121.8905833,0,11
Clinical Laboratory Technician,San Jose,CA,37.3361905,-121.8905833,0,8
Licensed Practical and Licensed Vocational Nurse,San Jose,CA,37.3361905,-121.8905833,0,0
Electrician,San Jose,CA,37.3361905,-121.8905833,36.87,58
HR Specialist,San Jose,CA,37.3361905,-121.8905833,0,124
Wind Turbine Technician,San Jose,CA,37.3361905,-121.8905833,0,1
Logistician,San Jose,CA,37.3361905,-121.8905833,0,0
Residential Advisor,San Jose,CA,37.3361905,-121.8905833,0,4
Optician,San Jose,CA,37.3361905,-121.8905833,20.48,10
Computer Support Specialist,San Jose,CA,37.3361905,-121.8905833,0,2
Esthetician and Skincare Specialist,San Jose,CA,37.3361905,-121.8905833,0,0
Restaurant Cook,San Jose,CA,37.3361905,-121.8905833,0,342
Software Engineer,Fort Wayne,IN,41.0799898,-85.1386015,79940,145
Dentist,Fort Wayne,IN,41.0799898,-85.1386015,213373,3
Physician Assistant,Fort Wayne,IN,41.0799898,-85.1386015,89244,77
Orthodontist,Fort Wayne,IN,41.0799898,-85.1386015,0,2
Nurse Practitioner,Fort Wayne,IN,41.0799898,-85.1386015,118237,19
Statistician,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Physician,Fort Wayne,IN,41.0799898,-85.1386015,242375,9
Speech Language Pathologist,Fort Wayne,IN,41.0799898,-85.1386015,25.97,16
Oral and Maxillofacial Surgeon,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Veterinarian,Fort Wayne,IN,41.0799898,-85.1386015,95351,8
Medical and Health Services Manager,Fort Wayne,IN,41.0799898,-85.1386015,0,0
IT Manager,Fort Wayne,IN,41.0799898,-85.1386015,77562,25
Registered Nurse,Fort Wayne,IN,41.0799898,-85.1386015,22.2,504
Mathematician,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Physical Therapist,Fort Wayne,IN,41.0799898,-85.1386015,90742,46
Optometrist,Fort Wayne,IN,41.0799898,-85.1386015,121473,4
Anesthesiologist,Fort Wayne,IN,41.0799898,-85.1386015,179270,6
Obstetrician and Gynecologist,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Surgeon,Fort Wayne,IN,41.0799898,-85.1386015,0,10
Operations Research Analyst,Fort Wayne,IN,41.0799898,-85.1386015,0,6
Nurse Anesthetist,Fort Wayne,IN,41.0799898,-85.1386015,0,3
Pediatrician,Fort Wayne,IN,41.0799898,-85.1386015,80875,1
Web Developer,Fort Wayne,IN,41.0799898,-85.1386015,67070,41
Dental Hygienist,Fort Wayne,IN,41.0799898,-85.1386015,32.58,7
Genetic Counselor,Fort Wayne,IN,41.0799898,-85.1386015,0,2
Physical Therapist Assistant,Fort Wayne,IN,41.0799898,-85.1386015,27.7,14
Financial Manager,Fort Wayne,IN,41.0799898,-85.1386015,0,4
Occupational Therapist,Fort Wayne,IN,41.0799898,-85.1386015,72501,30
Psychologist,Fort Wayne,IN,41.0799898,-85.1386015,91687,8
Database Administrator,Fort Wayne,IN,41.0799898,-85.1386015,78918,8
Financial Advisor,Fort Wayne,IN,41.0799898,-85.1386015,59612,42
Mechanical Engineer,Fort Wayne,IN,41.0799898,-85.1386015,70345,85
Civil Engineer,Fort Wayne,IN,41.0799898,-85.1386015,91583,26
Psychiatrist,Fort Wayne,IN,41.0799898,-85.1386015,221461,6
Substance Abuse and Behavioral Disorder Counselor,Fort Wayne,IN,41.0799898,-85.1386015,0,0
School Psychologist,Fort Wayne,IN,41.0799898,-85.1386015,72199,2
Home Health Aide,Fort Wayne,IN,41.0799898,-85.1386015,12.48,80
Information Security Analyst,Fort Wayne,IN,41.0799898,-85.1386015,79109,9
Pilot,Fort Wayne,IN,41.0799898,-85.1386015,60750,283
Respiratory Therapist,Fort Wayne,IN,41.0799898,-85.1386015,33.58,32
Diagnostic Medical Sonographer,Fort Wayne,IN,41.0799898,-85.1386015,0,1
Accountant,Fort Wayne,IN,41.0799898,-85.1386015,57794,29
Market Research Analyst,Fort Wayne,IN,41.0799898,-85.1386015,0,3
Business Operations Manager,Fort Wayne,IN,41.0799898,-85.1386015,0,37
Marketing Manager,Fort Wayne,IN,41.0799898,-85.1386015,31606,28
Industrial Psychologist,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Podiatrist,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Environmental Engineer,Fort Wayne,IN,41.0799898,-85.1386015,0,20
Social and Community Service Manager,Fort Wayne,IN,41.0799898,-85.1386015,0,4
Lawyer,Fort Wayne,IN,41.0799898,-85.1386015,69755,5
Marriage and Family Therapist,Fort Wayne,IN,41.0799898,-85.1386015,0,4
Medical Assistant,Fort Wayne,IN,41.0799898,-85.1386015,13.38,91
Data Analyst,Fort Wayne,IN,41.0799898,-85.1386015,40757,31
Actuary,Fort Wayne,IN,41.0799898,-85.1386015,97414,2
Medical Records Technician,Fort Wayne,IN,41.0799898,-85.1386015,0,52
Prosthodontist,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Construction Manager,Fort Wayne,IN,41.0799898,-85.1386015,66571,64
Veterinary Technologist and Technician,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Landscaper and Groundskeeper,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Computer Network Architect,Fort Wayne,IN,41.0799898,-85.1386015,0,3
Orthotist and Prosthetist,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Personal Care Aide,Fort Wayne,IN,41.0799898,-85.1386015,0,33
Computer Systems Administrator,Fort Wayne,IN,41.0799898,-85.1386015,0,18
Massage Therapist,Fort Wayne,IN,41.0799898,-85.1386015,28.99,9
Cartographer,Fort Wayne,IN,41.0799898,-85.1386015,0,1
Dental Assistant,Fort Wayne,IN,41.0799898,-85.1386015,16.65,9
Management Analyst,Fort Wayne,IN,41.0799898,-85.1386015,0,37
Solar Photovoltaic Installer,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Physical Therapist Aide,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Occupational Therapy Assistant,Fort Wayne,IN,41.0799898,-85.1386015,0,26
Mental Health Counselor,Fort Wayne,IN,41.0799898,-85.1386015,0,7
Environmental Engineering Technician,Fort Wayne,IN,41.0799898,-85.1386015,0,5
Nail Technician,Fort Wayne,IN,41.0799898,-85.1386015,18.12,1
Plumber,Fort Wayne,IN,41.0799898,-85.1386015,21.73,13
Radiologic Technologist,Fort Wayne,IN,41.0799898,-85.1386015,0,10
MRI Technologist,Fort Wayne,IN,41.0799898,-85.1386015,34.94,1
Chiropractor,Fort Wayne,IN,41.0799898,-85.1386015,55118,1
Cost Estimator,Fort Wayne,IN,41.0799898,-85.1386015,0,4
Financial Analyst,Fort Wayne,IN,41.0799898,-85.1386015,47528,11
Insurance Sales Agent,Fort Wayne,IN,41.0799898,-85.1386015,0,3
School Counselor,Fort Wayne,IN,41.0799898,-85.1386015,18.69,28
Nurse Midwife,Fort Wayne,IN,41.0799898,-85.1386015,0,1
Paralegal,Fort Wayne,IN,41.0799898,-85.1386015,31797,2
Phlebotomist,Fort Wayne,IN,41.0799898,-85.1386015,15.85,17
Loan Officer,Fort Wayne,IN,41.0799898,-85.1386015,69061,9
Clinical Social Worker,Fort Wayne,IN,41.0799898,-85.1386015,0,5
Compliance Officer,Fort Wayne,IN,41.0799898,-85.1386015,52020,1
Dietitian and Nutritionist,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Ophthalmic Medical Technician,Fort Wayne,IN,41.0799898,-85.1386015,0,1
Clinical Laboratory Technician,Fort Wayne,IN,41.0799898,-85.1386015,0,9
Licensed Practical and Licensed Vocational Nurse,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Electrician,Fort Wayne,IN,41.0799898,-85.1386015,23.27,15
HR Specialist,Fort Wayne,IN,41.0799898,-85.1386015,0,8
Wind Turbine Technician,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Logistician,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Residential Advisor,Fort Wayne,IN,41.0799898,-85.1386015,0,8
Optician,Fort Wayne,IN,41.0799898,-85.1386015,12.19,5
Computer Support Specialist,Fort Wayne,IN,41.0799898,-85.1386015,0,71
Esthetician and Skincare Specialist,Fort Wayne,IN,41.0799898,-85.1386015,0,0
Restaurant Cook,Fort Wayne,IN,41.0799898,-85.1386015,0,60
Software Engineer,Reno,NV,39.5261206,-119.8126581,80384,142
Dentist,Reno,NV,39.5261206,-119.8126581,243707,12
Physician Assistant,Reno,NV,39.5261206,-119.8126581,93503,116
Orthodontist,Reno,NV,39.5261206,-119.8126581,0,2
Nurse Practitioner,Reno,NV,39.5261206,-119.8126581,117112,20
Statistician,Reno,NV,39.5261206,-119.8126581,0,0
Physician,Reno,NV,39.5261206,-119.8126581,249528,25
Speech Language Pathologist,Reno,NV,39.5261206,-119.8126581,37.27,5
Oral and Maxillofacial Surgeon,Reno,NV,39.5261206,-119.8126581,0,0
Veterinarian,Reno,NV,39.5261206,-119.8126581,100741,11
Medical and Health Services Manager,Reno,NV,39.5261206,-119.8126581,0,0
IT Manager,Reno,NV,39.5261206,-119.8126581,81946,38
Registered Nurse,Reno,NV,39.5261206,-119.8126581,33.47,351
Mathematician,Reno,NV,39.5261206,-119.8126581,0,0
Physical Therapist,Reno,NV,39.5261206,-119.8126581,92356,34
Optometrist,Reno,NV,39.5261206,-119.8126581,125862,0
Anesthesiologist,Reno,NV,39.5261206,-119.8126581,189404,7
Obstetrician and Gynecologist,Reno,NV,39.5261206,-119.8126581,0,0
Surgeon,Reno,NV,39.5261206,-119.8126581,0,22
Operations Research Analyst,Reno,NV,39.5261206,-119.8126581,0,4
Nurse Anesthetist,Reno,NV,39.5261206,-119.8126581,0,5
Pediatrician,Reno,NV,39.5261206,-119.8126581,118934,2
Web Developer,Reno,NV,39.5261206,-119.8126581,64906,46
Dental Hygienist,Reno,NV,39.5261206,-119.8126581,44.07,7
Genetic Counselor,Reno,NV,39.5261206,-119.8126581,0,4
Physical Therapist Assistant,Reno,NV,39.5261206,-119.8126581,29.09,15
Financial Manager,Reno,NV,39.5261206,-119.8126581,0,3
Occupational Therapist,Reno,NV,39.5261206,-119.8126581,76510,12
Psychologist,Reno,NV,39.5261206,-119.8126581,181719,5
Database Administrator,Reno,NV,39.5261206,-119.8126581,83379,7
Financial Advisor,Reno,NV,39.5261206,-119.8126581,62982,25
Mechanical Engineer,Reno,NV,39.5261206,-119.8126581,74322,72
Civil Engineer,Reno,NV,39.5261206,-119.8126581,75439,26
Psychiatrist,Reno,NV,39.5261206,-119.8126581,212986,19
Substance Abuse and Behavioral Disorder Counselor,Reno,NV,39.5261206,-119.8126581,0,0
School Psychologist,Reno,NV,39.5261206,-119.8126581,76281,6
Home Health Aide,Reno,NV,39.5261206,-119.8126581,27.34,7
Information Security Analyst,Reno,NV,39.5261206,-119.8126581,83581,8
Pilot,Reno,NV,39.5261206,-119.8126581,64183,14
Respiratory Therapist,Reno,NV,39.5261206,-119.8126581,45.18,24
Diagnostic Medical Sonographer,Reno,NV,39.5261206,-119.8126581,0,1
